"","orig.ident","sample_id","MajorCellTypes","case"
"BN1722_T-Cells_ILB","BN1722_T-Cells_ILB","BN1722","T_Cells","ILB"
"BN1726_Astrocytes_ILB","BN1726_Astrocytes_ILB","BN1726","Astrocytes","ILB"
"BN1726_Endothelial-Cells_ILB","BN1726_Endothelial-Cells_ILB","BN1726","Endothelial_Cells","ILB"
"BN1726_Fibroblast-Like-Cells_ILB","BN1726_Fibroblast-Like-Cells_ILB","BN1726","Fibroblast_Like_Cells","ILB"
"BN1726_GABA-Neurons_ILB","BN1726_GABA-Neurons_ILB","BN1726","GABA_Neurons","ILB"
"BN1726_GLU-Neurons_ILB","BN1726_GLU-Neurons_ILB","BN1726","GLU_Neurons","ILB"
"BN1726_Microglia_ILB","BN1726_Microglia_ILB","BN1726","Microglia","ILB"
"BN1726_Oligodendrocytes_ILB","BN1726_Oligodendrocytes_ILB","BN1726","Oligodendrocytes","ILB"
"BN1726_OPCs_ILB","BN1726_OPCs_ILB","BN1726","OPCs","ILB"
"BN1726_Pericytes_ILB","BN1726_Pericytes_ILB","BN1726","Pericytes","ILB"
"BN1726_T-Cells_ILB","BN1726_T-Cells_ILB","BN1726","T_Cells","ILB"
"BN1730_Astrocytes_HC","BN1730_Astrocytes_HC","BN1730","Astrocytes","HC"
"BN1730_Endothelial-Cells_HC","BN1730_Endothelial-Cells_HC","BN1730","Endothelial_Cells","HC"
"BN1730_Fibroblast-Like-Cells_HC","BN1730_Fibroblast-Like-Cells_HC","BN1730","Fibroblast_Like_Cells","HC"
"BN1730_GABA-Neurons_HC","BN1730_GABA-Neurons_HC","BN1730","GABA_Neurons","HC"
"BN1730_GLU-Neurons_HC","BN1730_GLU-Neurons_HC","BN1730","GLU_Neurons","HC"
"BN1730_Microglia_HC","BN1730_Microglia_HC","BN1730","Microglia","HC"
"BN1730_Oligodendrocytes_HC","BN1730_Oligodendrocytes_HC","BN1730","Oligodendrocytes","HC"
"BN1730_OPCs_HC","BN1730_OPCs_HC","BN1730","OPCs","HC"
"BN1730_Pericytes_HC","BN1730_Pericytes_HC","BN1730","Pericytes","HC"
"BN1730_T-Cells_HC","BN1730_T-Cells_HC","BN1730","T_Cells","HC"
"BN1737_Astrocytes_HC","BN1737_Astrocytes_HC","BN1737","Astrocytes","HC"
"BN1737_Endothelial-Cells_HC","BN1737_Endothelial-Cells_HC","BN1737","Endothelial_Cells","HC"
"BN1737_Fibroblast-Like-Cells_HC","BN1737_Fibroblast-Like-Cells_HC","BN1737","Fibroblast_Like_Cells","HC"
"BN1737_GABA-Neurons_HC","BN1737_GABA-Neurons_HC","BN1737","GABA_Neurons","HC"
"BN1737_GLU-Neurons_HC","BN1737_GLU-Neurons_HC","BN1737","GLU_Neurons","HC"
"BN1737_Microglia_HC","BN1737_Microglia_HC","BN1737","Microglia","HC"
"BN1737_Oligodendrocytes_HC","BN1737_Oligodendrocytes_HC","BN1737","Oligodendrocytes","HC"
"BN1737_OPCs_HC","BN1737_OPCs_HC","BN1737","OPCs","HC"
"BN1737_Pericytes_HC","BN1737_Pericytes_HC","BN1737","Pericytes","HC"
"BN1737_T-Cells_HC","BN1737_T-Cells_HC","BN1737","T_Cells","HC"
"BN1741_Astrocytes_ILB","BN1741_Astrocytes_ILB","BN1741","Astrocytes","ILB"
"BN1741_Endothelial-Cells_ILB","BN1741_Endothelial-Cells_ILB","BN1741","Endothelial_Cells","ILB"
"BN1741_Fibroblast-Like-Cells_ILB","BN1741_Fibroblast-Like-Cells_ILB","BN1741","Fibroblast_Like_Cells","ILB"
"BN1741_GABA-Neurons_ILB","BN1741_GABA-Neurons_ILB","BN1741","GABA_Neurons","ILB"
"BN1741_GLU-Neurons_ILB","BN1741_GLU-Neurons_ILB","BN1741","GLU_Neurons","ILB"
"BN1741_Microglia_ILB","BN1741_Microglia_ILB","BN1741","Microglia","ILB"
"BN1741_Oligodendrocytes_ILB","BN1741_Oligodendrocytes_ILB","BN1741","Oligodendrocytes","ILB"
"BN1741_OPCs_ILB","BN1741_OPCs_ILB","BN1741","OPCs","ILB"
"BN1741_Pericytes_ILB","BN1741_Pericytes_ILB","BN1741","Pericytes","ILB"
"BN1741_T-Cells_ILB","BN1741_T-Cells_ILB","BN1741","T_Cells","ILB"
"BN1747_Astrocytes_PD","BN1747_Astrocytes_PD","BN1747","Astrocytes","PD"
"BN1747_Endothelial-Cells_PD","BN1747_Endothelial-Cells_PD","BN1747","Endothelial_Cells","PD"
"BN1747_Fibroblast-Like-Cells_PD","BN1747_Fibroblast-Like-Cells_PD","BN1747","Fibroblast_Like_Cells","PD"
"BN1747_GABA-Neurons_PD","BN1747_GABA-Neurons_PD","BN1747","GABA_Neurons","PD"
"BN1747_GLU-Neurons_PD","BN1747_GLU-Neurons_PD","BN1747","GLU_Neurons","PD"
"BN1747_Microglia_PD","BN1747_Microglia_PD","BN1747","Microglia","PD"
"BN1747_Oligodendrocytes_PD","BN1747_Oligodendrocytes_PD","BN1747","Oligodendrocytes","PD"
"BN1747_OPCs_PD","BN1747_OPCs_PD","BN1747","OPCs","PD"
"BN1747_Pericytes_PD","BN1747_Pericytes_PD","BN1747","Pericytes","PD"
"BN1747_T-Cells_PD","BN1747_T-Cells_PD","BN1747","T_Cells","PD"
"BN1749_Astrocytes_PD","BN1749_Astrocytes_PD","BN1749","Astrocytes","PD"
"BN1749_Endothelial-Cells_PD","BN1749_Endothelial-Cells_PD","BN1749","Endothelial_Cells","PD"
"BN1749_Fibroblast-Like-Cells_PD","BN1749_Fibroblast-Like-Cells_PD","BN1749","Fibroblast_Like_Cells","PD"
"BN1749_GABA-Neurons_PD","BN1749_GABA-Neurons_PD","BN1749","GABA_Neurons","PD"
"BN1749_GLU-Neurons_PD","BN1749_GLU-Neurons_PD","BN1749","GLU_Neurons","PD"
"BN1749_Microglia_PD","BN1749_Microglia_PD","BN1749","Microglia","PD"
"BN1749_Oligodendrocytes_PD","BN1749_Oligodendrocytes_PD","BN1749","Oligodendrocytes","PD"
"BN1749_OPCs_PD","BN1749_OPCs_PD","BN1749","OPCs","PD"
"BN1749_Pericytes_PD","BN1749_Pericytes_PD","BN1749","Pericytes","PD"
"BN1749_T-Cells_PD","BN1749_T-Cells_PD","BN1749","T_Cells","PD"
"BN1752_Astrocytes_ILB","BN1752_Astrocytes_ILB","BN1752","Astrocytes","ILB"
"BN1752_Endothelial-Cells_ILB","BN1752_Endothelial-Cells_ILB","BN1752","Endothelial_Cells","ILB"
"BN1752_Fibroblast-Like-Cells_ILB","BN1752_Fibroblast-Like-Cells_ILB","BN1752","Fibroblast_Like_Cells","ILB"
"BN1752_GABA-Neurons_ILB","BN1752_GABA-Neurons_ILB","BN1752","GABA_Neurons","ILB"
"BN1752_GLU-Neurons_ILB","BN1752_GLU-Neurons_ILB","BN1752","GLU_Neurons","ILB"
"BN1752_Microglia_ILB","BN1752_Microglia_ILB","BN1752","Microglia","ILB"
"BN1752_Oligodendrocytes_ILB","BN1752_Oligodendrocytes_ILB","BN1752","Oligodendrocytes","ILB"
"BN1752_OPCs_ILB","BN1752_OPCs_ILB","BN1752","OPCs","ILB"
"BN1752_Pericytes_ILB","BN1752_Pericytes_ILB","BN1752","Pericytes","ILB"
"BN1752_T-Cells_ILB","BN1752_T-Cells_ILB","BN1752","T_Cells","ILB"
"BN1756_Astrocytes_PD","BN1756_Astrocytes_PD","BN1756","Astrocytes","PD"
"BN1756_Endothelial-Cells_PD","BN1756_Endothelial-Cells_PD","BN1756","Endothelial_Cells","PD"
"BN1756_Fibroblast-Like-Cells_PD","BN1756_Fibroblast-Like-Cells_PD","BN1756","Fibroblast_Like_Cells","PD"
"BN1756_GABA-Neurons_PD","BN1756_GABA-Neurons_PD","BN1756","GABA_Neurons","PD"
"BN1756_GLU-Neurons_PD","BN1756_GLU-Neurons_PD","BN1756","GLU_Neurons","PD"
"BN1756_Microglia_PD","BN1756_Microglia_PD","BN1756","Microglia","PD"
"BN1756_Oligodendrocytes_PD","BN1756_Oligodendrocytes_PD","BN1756","Oligodendrocytes","PD"
"BN1756_OPCs_PD","BN1756_OPCs_PD","BN1756","OPCs","PD"
"BN1756_Pericytes_PD","BN1756_Pericytes_PD","BN1756","Pericytes","PD"
"BN1756_T-Cells_PD","BN1756_T-Cells_PD","BN1756","T_Cells","PD"
"BN1762_Astrocytes_HC","BN1762_Astrocytes_HC","BN1762","Astrocytes","HC"
"BN1762_Endothelial-Cells_HC","BN1762_Endothelial-Cells_HC","BN1762","Endothelial_Cells","HC"
"BN1762_Fibroblast-Like-Cells_HC","BN1762_Fibroblast-Like-Cells_HC","BN1762","Fibroblast_Like_Cells","HC"
"BN1762_GABA-Neurons_HC","BN1762_GABA-Neurons_HC","BN1762","GABA_Neurons","HC"
"BN1762_GLU-Neurons_HC","BN1762_GLU-Neurons_HC","BN1762","GLU_Neurons","HC"
"BN1762_Microglia_HC","BN1762_Microglia_HC","BN1762","Microglia","HC"
"BN1762_Oligodendrocytes_HC","BN1762_Oligodendrocytes_HC","BN1762","Oligodendrocytes","HC"
"BN1762_OPCs_HC","BN1762_OPCs_HC","BN1762","OPCs","HC"
"BN1762_Pericytes_HC","BN1762_Pericytes_HC","BN1762","Pericytes","HC"
"BN1762_T-Cells_HC","BN1762_T-Cells_HC","BN1762","T_Cells","HC"
"BN1805_Astrocytes_PD","BN1805_Astrocytes_PD","BN1805","Astrocytes","PD"
"BN1805_Endothelial-Cells_PD","BN1805_Endothelial-Cells_PD","BN1805","Endothelial_Cells","PD"
"BN1805_Fibroblast-Like-Cells_PD","BN1805_Fibroblast-Like-Cells_PD","BN1805","Fibroblast_Like_Cells","PD"
"BN1805_GABA-Neurons_PD","BN1805_GABA-Neurons_PD","BN1805","GABA_Neurons","PD"
"BN1805_GLU-Neurons_PD","BN1805_GLU-Neurons_PD","BN1805","GLU_Neurons","PD"
"BN1805_Microglia_PD","BN1805_Microglia_PD","BN1805","Microglia","PD"
"BN1805_Oligodendrocytes_PD","BN1805_Oligodendrocytes_PD","BN1805","Oligodendrocytes","PD"
"BN1805_OPCs_PD","BN1805_OPCs_PD","BN1805","OPCs","PD"
"BN1805_Pericytes_PD","BN1805_Pericytes_PD","BN1805","Pericytes","PD"
"BN1805_T-Cells_PD","BN1805_T-Cells_PD","BN1805","T_Cells","PD"
"BN1809_Astrocytes_PD","BN1809_Astrocytes_PD","BN1809","Astrocytes","PD"
"BN1809_Endothelial-Cells_PD","BN1809_Endothelial-Cells_PD","BN1809","Endothelial_Cells","PD"
"BN1809_Fibroblast-Like-Cells_PD","BN1809_Fibroblast-Like-Cells_PD","BN1809","Fibroblast_Like_Cells","PD"
"BN1809_GABA-Neurons_PD","BN1809_GABA-Neurons_PD","BN1809","GABA_Neurons","PD"
"BN1809_GLU-Neurons_PD","BN1809_GLU-Neurons_PD","BN1809","GLU_Neurons","PD"
"BN1809_Microglia_PD","BN1809_Microglia_PD","BN1809","Microglia","PD"
"BN1809_Oligodendrocytes_PD","BN1809_Oligodendrocytes_PD","BN1809","Oligodendrocytes","PD"
"BN1809_OPCs_PD","BN1809_OPCs_PD","BN1809","OPCs","PD"
"BN1809_Pericytes_PD","BN1809_Pericytes_PD","BN1809","Pericytes","PD"
"BN1812_Astrocytes_PD","BN1812_Astrocytes_PD","BN1812","Astrocytes","PD"
"BN1812_Endothelial-Cells_PD","BN1812_Endothelial-Cells_PD","BN1812","Endothelial_Cells","PD"
"BN1812_Fibroblast-Like-Cells_PD","BN1812_Fibroblast-Like-Cells_PD","BN1812","Fibroblast_Like_Cells","PD"
"BN1812_GABA-Neurons_PD","BN1812_GABA-Neurons_PD","BN1812","GABA_Neurons","PD"
"BN1812_GLU-Neurons_PD","BN1812_GLU-Neurons_PD","BN1812","GLU_Neurons","PD"
"BN1812_Microglia_PD","BN1812_Microglia_PD","BN1812","Microglia","PD"
"BN1812_Oligodendrocytes_PD","BN1812_Oligodendrocytes_PD","BN1812","Oligodendrocytes","PD"
"BN1812_OPCs_PD","BN1812_OPCs_PD","BN1812","OPCs","PD"
"BN1812_Pericytes_PD","BN1812_Pericytes_PD","BN1812","Pericytes","PD"
"BN1812_T-Cells_PD","BN1812_T-Cells_PD","BN1812","T_Cells","PD"
"BN1814_Astrocytes_PD","BN1814_Astrocytes_PD","BN1814","Astrocytes","PD"
"BN1814_Endothelial-Cells_PD","BN1814_Endothelial-Cells_PD","BN1814","Endothelial_Cells","PD"
"BN1814_Fibroblast-Like-Cells_PD","BN1814_Fibroblast-Like-Cells_PD","BN1814","Fibroblast_Like_Cells","PD"
"BN1814_GABA-Neurons_PD","BN1814_GABA-Neurons_PD","BN1814","GABA_Neurons","PD"
"BN1814_GLU-Neurons_PD","BN1814_GLU-Neurons_PD","BN1814","GLU_Neurons","PD"
"BN1814_Microglia_PD","BN1814_Microglia_PD","BN1814","Microglia","PD"
"BN1814_Oligodendrocytes_PD","BN1814_Oligodendrocytes_PD","BN1814","Oligodendrocytes","PD"
"BN1814_OPCs_PD","BN1814_OPCs_PD","BN1814","OPCs","PD"
"BN1814_Pericytes_PD","BN1814_Pericytes_PD","BN1814","Pericytes","PD"
"BN1814_T-Cells_PD","BN1814_T-Cells_PD","BN1814","T_Cells","PD"
"BN1817_Astrocytes_HC","BN1817_Astrocytes_HC","BN1817","Astrocytes","HC"
"BN1817_Endothelial-Cells_HC","BN1817_Endothelial-Cells_HC","BN1817","Endothelial_Cells","HC"
"BN1817_Fibroblast-Like-Cells_HC","BN1817_Fibroblast-Like-Cells_HC","BN1817","Fibroblast_Like_Cells","HC"
"BN1817_GABA-Neurons_HC","BN1817_GABA-Neurons_HC","BN1817","GABA_Neurons","HC"
"BN1817_GLU-Neurons_HC","BN1817_GLU-Neurons_HC","BN1817","GLU_Neurons","HC"
"BN1817_Microglia_HC","BN1817_Microglia_HC","BN1817","Microglia","HC"
"BN1817_Oligodendrocytes_HC","BN1817_Oligodendrocytes_HC","BN1817","Oligodendrocytes","HC"
"BN1817_OPCs_HC","BN1817_OPCs_HC","BN1817","OPCs","HC"
"BN1817_Pericytes_HC","BN1817_Pericytes_HC","BN1817","Pericytes","HC"
"BN1817_T-Cells_HC","BN1817_T-Cells_HC","BN1817","T_Cells","HC"
"BN1822_Astrocytes_HC","BN1822_Astrocytes_HC","BN1822","Astrocytes","HC"
"BN1822_Endothelial-Cells_HC","BN1822_Endothelial-Cells_HC","BN1822","Endothelial_Cells","HC"
"BN1822_Fibroblast-Like-Cells_HC","BN1822_Fibroblast-Like-Cells_HC","BN1822","Fibroblast_Like_Cells","HC"
"BN1822_GABA-Neurons_HC","BN1822_GABA-Neurons_HC","BN1822","GABA_Neurons","HC"
"BN1822_GLU-Neurons_HC","BN1822_GLU-Neurons_HC","BN1822","GLU_Neurons","HC"
"BN1822_Microglia_HC","BN1822_Microglia_HC","BN1822","Microglia","HC"
"BN1822_Oligodendrocytes_HC","BN1822_Oligodendrocytes_HC","BN1822","Oligodendrocytes","HC"
"BN1822_OPCs_HC","BN1822_OPCs_HC","BN1822","OPCs","HC"
"BN1822_Pericytes_HC","BN1822_Pericytes_HC","BN1822","Pericytes","HC"
"BN1822_T-Cells_HC","BN1822_T-Cells_HC","BN1822","T_Cells","HC"
"BN1827_Astrocytes_PD","BN1827_Astrocytes_PD","BN1827","Astrocytes","PD"
"BN1827_Endothelial-Cells_PD","BN1827_Endothelial-Cells_PD","BN1827","Endothelial_Cells","PD"
"BN1827_Fibroblast-Like-Cells_PD","BN1827_Fibroblast-Like-Cells_PD","BN1827","Fibroblast_Like_Cells","PD"
"BN1827_GABA-Neurons_PD","BN1827_GABA-Neurons_PD","BN1827","GABA_Neurons","PD"
"BN1827_GLU-Neurons_PD","BN1827_GLU-Neurons_PD","BN1827","GLU_Neurons","PD"
"BN1827_Microglia_PD","BN1827_Microglia_PD","BN1827","Microglia","PD"
"BN1827_Oligodendrocytes_PD","BN1827_Oligodendrocytes_PD","BN1827","Oligodendrocytes","PD"
"BN1827_OPCs_PD","BN1827_OPCs_PD","BN1827","OPCs","PD"
"BN1827_Pericytes_PD","BN1827_Pericytes_PD","BN1827","Pericytes","PD"
"BN1827_T-Cells_PD","BN1827_T-Cells_PD","BN1827","T_Cells","PD"
"BN1836_Astrocytes_ILB","BN1836_Astrocytes_ILB","BN1836","Astrocytes","ILB"
"BN1836_Endothelial-Cells_ILB","BN1836_Endothelial-Cells_ILB","BN1836","Endothelial_Cells","ILB"
"BN1836_Fibroblast-Like-Cells_ILB","BN1836_Fibroblast-Like-Cells_ILB","BN1836","Fibroblast_Like_Cells","ILB"
"BN1836_GABA-Neurons_ILB","BN1836_GABA-Neurons_ILB","BN1836","GABA_Neurons","ILB"
"BN1836_GLU-Neurons_ILB","BN1836_GLU-Neurons_ILB","BN1836","GLU_Neurons","ILB"
"BN1836_Microglia_ILB","BN1836_Microglia_ILB","BN1836","Microglia","ILB"
"BN1836_Oligodendrocytes_ILB","BN1836_Oligodendrocytes_ILB","BN1836","Oligodendrocytes","ILB"
"BN1836_OPCs_ILB","BN1836_OPCs_ILB","BN1836","OPCs","ILB"
"BN1836_Pericytes_ILB","BN1836_Pericytes_ILB","BN1836","Pericytes","ILB"
"BN1839_Astrocytes_PD","BN1839_Astrocytes_PD","BN1839","Astrocytes","PD"
"BN1839_Endothelial-Cells_PD","BN1839_Endothelial-Cells_PD","BN1839","Endothelial_Cells","PD"
"BN1839_Fibroblast-Like-Cells_PD","BN1839_Fibroblast-Like-Cells_PD","BN1839","Fibroblast_Like_Cells","PD"
"BN1839_GABA-Neurons_PD","BN1839_GABA-Neurons_PD","BN1839","GABA_Neurons","PD"
"BN1839_GLU-Neurons_PD","BN1839_GLU-Neurons_PD","BN1839","GLU_Neurons","PD"
"BN1839_Microglia_PD","BN1839_Microglia_PD","BN1839","Microglia","PD"
"BN1839_Oligodendrocytes_PD","BN1839_Oligodendrocytes_PD","BN1839","Oligodendrocytes","PD"
"BN1839_OPCs_PD","BN1839_OPCs_PD","BN1839","OPCs","PD"
"BN1839_Pericytes_PD","BN1839_Pericytes_PD","BN1839","Pericytes","PD"
"BN1839_T-Cells_PD","BN1839_T-Cells_PD","BN1839","T_Cells","PD"
"BN1842_Astrocytes_HC","BN1842_Astrocytes_HC","BN1842","Astrocytes","HC"
"BN1842_Endothelial-Cells_HC","BN1842_Endothelial-Cells_HC","BN1842","Endothelial_Cells","HC"
"BN1842_Fibroblast-Like-Cells_HC","BN1842_Fibroblast-Like-Cells_HC","BN1842","Fibroblast_Like_Cells","HC"
"BN1842_GABA-Neurons_HC","BN1842_GABA-Neurons_HC","BN1842","GABA_Neurons","HC"
"BN1842_GLU-Neurons_HC","BN1842_GLU-Neurons_HC","BN1842","GLU_Neurons","HC"
"BN1842_Microglia_HC","BN1842_Microglia_HC","BN1842","Microglia","HC"
"BN1842_Oligodendrocytes_HC","BN1842_Oligodendrocytes_HC","BN1842","Oligodendrocytes","HC"
"BN1842_OPCs_HC","BN1842_OPCs_HC","BN1842","OPCs","HC"
"BN1842_Pericytes_HC","BN1842_Pericytes_HC","BN1842","Pericytes","HC"
"BN1842_T-Cells_HC","BN1842_T-Cells_HC","BN1842","T_Cells","HC"
"BN1848_Astrocytes_ILB","BN1848_Astrocytes_ILB","BN1848","Astrocytes","ILB"
"BN1848_Endothelial-Cells_ILB","BN1848_Endothelial-Cells_ILB","BN1848","Endothelial_Cells","ILB"
"BN1848_Fibroblast-Like-Cells_ILB","BN1848_Fibroblast-Like-Cells_ILB","BN1848","Fibroblast_Like_Cells","ILB"
"BN1848_GABA-Neurons_ILB","BN1848_GABA-Neurons_ILB","BN1848","GABA_Neurons","ILB"
"BN1848_GLU-Neurons_ILB","BN1848_GLU-Neurons_ILB","BN1848","GLU_Neurons","ILB"
"BN1848_Microglia_ILB","BN1848_Microglia_ILB","BN1848","Microglia","ILB"
"BN1848_Oligodendrocytes_ILB","BN1848_Oligodendrocytes_ILB","BN1848","Oligodendrocytes","ILB"
"BN1848_OPCs_ILB","BN1848_OPCs_ILB","BN1848","OPCs","ILB"
"BN1848_Pericytes_ILB","BN1848_Pericytes_ILB","BN1848","Pericytes","ILB"
"BN1848_T-Cells_ILB","BN1848_T-Cells_ILB","BN1848","T_Cells","ILB"
"BN1849_Astrocytes_ILB","BN1849_Astrocytes_ILB","BN1849","Astrocytes","ILB"
"BN1849_Endothelial-Cells_ILB","BN1849_Endothelial-Cells_ILB","BN1849","Endothelial_Cells","ILB"
"BN1849_Fibroblast-Like-Cells_ILB","BN1849_Fibroblast-Like-Cells_ILB","BN1849","Fibroblast_Like_Cells","ILB"
"BN1849_GABA-Neurons_ILB","BN1849_GABA-Neurons_ILB","BN1849","GABA_Neurons","ILB"
"BN1849_GLU-Neurons_ILB","BN1849_GLU-Neurons_ILB","BN1849","GLU_Neurons","ILB"
"BN1849_Microglia_ILB","BN1849_Microglia_ILB","BN1849","Microglia","ILB"
"BN1849_Oligodendrocytes_ILB","BN1849_Oligodendrocytes_ILB","BN1849","Oligodendrocytes","ILB"
"BN1849_OPCs_ILB","BN1849_OPCs_ILB","BN1849","OPCs","ILB"
"BN1849_Pericytes_ILB","BN1849_Pericytes_ILB","BN1849","Pericytes","ILB"
"BN1849_T-Cells_ILB","BN1849_T-Cells_ILB","BN1849","T_Cells","ILB"
"BN1855_Astrocytes_HC","BN1855_Astrocytes_HC","BN1855","Astrocytes","HC"
"BN1855_Endothelial-Cells_HC","BN1855_Endothelial-Cells_HC","BN1855","Endothelial_Cells","HC"
"BN1855_Fibroblast-Like-Cells_HC","BN1855_Fibroblast-Like-Cells_HC","BN1855","Fibroblast_Like_Cells","HC"
"BN1855_GABA-Neurons_HC","BN1855_GABA-Neurons_HC","BN1855","GABA_Neurons","HC"
"BN1855_GLU-Neurons_HC","BN1855_GLU-Neurons_HC","BN1855","GLU_Neurons","HC"
"BN1855_Microglia_HC","BN1855_Microglia_HC","BN1855","Microglia","HC"
"BN1855_Oligodendrocytes_HC","BN1855_Oligodendrocytes_HC","BN1855","Oligodendrocytes","HC"
"BN1855_OPCs_HC","BN1855_OPCs_HC","BN1855","OPCs","HC"
"BN1855_Pericytes_HC","BN1855_Pericytes_HC","BN1855","Pericytes","HC"
"BN1855_T-Cells_HC","BN1855_T-Cells_HC","BN1855","T_Cells","HC"
"BN1862_Astrocytes_ILB","BN1862_Astrocytes_ILB","BN1862","Astrocytes","ILB"
"BN1862_Endothelial-Cells_ILB","BN1862_Endothelial-Cells_ILB","BN1862","Endothelial_Cells","ILB"
"BN1862_Fibroblast-Like-Cells_ILB","BN1862_Fibroblast-Like-Cells_ILB","BN1862","Fibroblast_Like_Cells","ILB"
"BN1862_GABA-Neurons_ILB","BN1862_GABA-Neurons_ILB","BN1862","GABA_Neurons","ILB"
"BN1862_GLU-Neurons_ILB","BN1862_GLU-Neurons_ILB","BN1862","GLU_Neurons","ILB"
"BN1862_Microglia_ILB","BN1862_Microglia_ILB","BN1862","Microglia","ILB"
"BN1862_Oligodendrocytes_ILB","BN1862_Oligodendrocytes_ILB","BN1862","Oligodendrocytes","ILB"
"BN1862_OPCs_ILB","BN1862_OPCs_ILB","BN1862","OPCs","ILB"
"BN1862_Pericytes_ILB","BN1862_Pericytes_ILB","BN1862","Pericytes","ILB"
"BN1862_T-Cells_ILB","BN1862_T-Cells_ILB","BN1862","T_Cells","ILB"
"BN1865_Astrocytes_PD","BN1865_Astrocytes_PD","BN1865","Astrocytes","PD"
"BN1865_Endothelial-Cells_PD","BN1865_Endothelial-Cells_PD","BN1865","Endothelial_Cells","PD"
"BN1865_Fibroblast-Like-Cells_PD","BN1865_Fibroblast-Like-Cells_PD","BN1865","Fibroblast_Like_Cells","PD"
"BN1865_GABA-Neurons_PD","BN1865_GABA-Neurons_PD","BN1865","GABA_Neurons","PD"
"BN1865_GLU-Neurons_PD","BN1865_GLU-Neurons_PD","BN1865","GLU_Neurons","PD"
"BN1865_Microglia_PD","BN1865_Microglia_PD","BN1865","Microglia","PD"
"BN1865_Oligodendrocytes_PD","BN1865_Oligodendrocytes_PD","BN1865","Oligodendrocytes","PD"
"BN1865_OPCs_PD","BN1865_OPCs_PD","BN1865","OPCs","PD"
"BN1865_Pericytes_PD","BN1865_Pericytes_PD","BN1865","Pericytes","PD"
"BN1872_Astrocytes_PD","BN1872_Astrocytes_PD","BN1872","Astrocytes","PD"
"BN1872_Endothelial-Cells_PD","BN1872_Endothelial-Cells_PD","BN1872","Endothelial_Cells","PD"
"BN1872_Fibroblast-Like-Cells_PD","BN1872_Fibroblast-Like-Cells_PD","BN1872","Fibroblast_Like_Cells","PD"
"BN1872_GABA-Neurons_PD","BN1872_GABA-Neurons_PD","BN1872","GABA_Neurons","PD"
"BN1872_GLU-Neurons_PD","BN1872_GLU-Neurons_PD","BN1872","GLU_Neurons","PD"
"BN1872_Microglia_PD","BN1872_Microglia_PD","BN1872","Microglia","PD"
"BN1872_Oligodendrocytes_PD","BN1872_Oligodendrocytes_PD","BN1872","Oligodendrocytes","PD"
"BN1872_OPCs_PD","BN1872_OPCs_PD","BN1872","OPCs","PD"
"BN1872_Pericytes_PD","BN1872_Pericytes_PD","BN1872","Pericytes","PD"
"BN1872_T-Cells_PD","BN1872_T-Cells_PD","BN1872","T_Cells","PD"
"BN1878_Astrocytes_HC","BN1878_Astrocytes_HC","BN1878","Astrocytes","HC"
"BN1878_Endothelial-Cells_HC","BN1878_Endothelial-Cells_HC","BN1878","Endothelial_Cells","HC"
"BN1878_Fibroblast-Like-Cells_HC","BN1878_Fibroblast-Like-Cells_HC","BN1878","Fibroblast_Like_Cells","HC"
"BN1878_GABA-Neurons_HC","BN1878_GABA-Neurons_HC","BN1878","GABA_Neurons","HC"
"BN1878_GLU-Neurons_HC","BN1878_GLU-Neurons_HC","BN1878","GLU_Neurons","HC"
"BN1878_Microglia_HC","BN1878_Microglia_HC","BN1878","Microglia","HC"
"BN1878_Oligodendrocytes_HC","BN1878_Oligodendrocytes_HC","BN1878","Oligodendrocytes","HC"
"BN1878_OPCs_HC","BN1878_OPCs_HC","BN1878","OPCs","HC"
"BN1878_Pericytes_HC","BN1878_Pericytes_HC","BN1878","Pericytes","HC"
"BN1878_T-Cells_HC","BN1878_T-Cells_HC","BN1878","T_Cells","HC"
"BN1902_Astrocytes_PD","BN1902_Astrocytes_PD","BN1902","Astrocytes","PD"
"BN1902_Endothelial-Cells_PD","BN1902_Endothelial-Cells_PD","BN1902","Endothelial_Cells","PD"
"BN1902_Fibroblast-Like-Cells_PD","BN1902_Fibroblast-Like-Cells_PD","BN1902","Fibroblast_Like_Cells","PD"
"BN1902_GABA-Neurons_PD","BN1902_GABA-Neurons_PD","BN1902","GABA_Neurons","PD"
"BN1902_GLU-Neurons_PD","BN1902_GLU-Neurons_PD","BN1902","GLU_Neurons","PD"
"BN1902_Microglia_PD","BN1902_Microglia_PD","BN1902","Microglia","PD"
"BN1902_Oligodendrocytes_PD","BN1902_Oligodendrocytes_PD","BN1902","Oligodendrocytes","PD"
"BN1902_OPCs_PD","BN1902_OPCs_PD","BN1902","OPCs","PD"
"BN1902_Pericytes_PD","BN1902_Pericytes_PD","BN1902","Pericytes","PD"
"BN1902_T-Cells_PD","BN1902_T-Cells_PD","BN1902","T_Cells","PD"
"BN1910_Astrocytes_ILB","BN1910_Astrocytes_ILB","BN1910","Astrocytes","ILB"
"BN1910_Endothelial-Cells_ILB","BN1910_Endothelial-Cells_ILB","BN1910","Endothelial_Cells","ILB"
"BN1910_Fibroblast-Like-Cells_ILB","BN1910_Fibroblast-Like-Cells_ILB","BN1910","Fibroblast_Like_Cells","ILB"
"BN1910_GABA-Neurons_ILB","BN1910_GABA-Neurons_ILB","BN1910","GABA_Neurons","ILB"
